Content Type,Name,Primary Genre,Secondary Genre,Synopsis,Age Rating,Rating Score,Theatrical Release Year,Director ,Cast,Runtime (minutes),keywords2,keywords3,keywords4
Movie,Debdoot,Drama,,Debdoot is an honest truck driver with two brothers who fall into a trap of a fraud businessman. Can he save them? Watch the full movie on Hoichoi.,U/A 7+,2,2000,Chiranjeet Chakraborty,"Chiranjeet Chakraborty, Soumitra Chatterjee, Rituparna Sengupta",171,Debdoot honest truck driver brothers,Debdoot honest truck,"Debdoot, honest, truck, driver, brothers, fall, trap, fraud, businessman., save, them?, Watch, movie, Hoichoi."
Movie,Bhalobasar Rajprasade,Romance,,"Bikash and Krishna are deeply in love, but the social differences complicate everything when they decide to get married. Watch the full movie on Hoichoi.",U/A 7+,2,2001,Anup Sengupta,"Prosenjit Chatterjee, Rituparna Sengupta, Subhashish Mukherjee",159,"Bikash Krishna deeply love, social",Bikash Krishna deeply,"Bikash, Krishna, deeply, love,, social, differences, complicate, decide, married., Watch, movie, Hoichoi."
Movie,Sathi Aamar,Romance,,This is the story of a man who takes on all kinds of odd jobs to fend for his sister. He must surmount all barriers in life to attain happiness and success. Watch the full movie on Hoichoi.,U/A 7+,2,2005,TLV Prasad,"Mithun Chakraborty, Sreelekha Mitra, Rajeshwari Datta",151,story man takes kinds odd,story man takes,"story, man, takes, kinds, odd, jobs, fend, sister., surmount, barriers, life, attain, happiness, success., Watch, movie, Hoichoi."
Movie,Sundar Bou,Drama,,Nanda's stepmother marries him with Sabitri for her selfish plans. However even Sabitri gets exploited. Who will save them? Watch the full movie on Hoichoi.,U,1,2001,Sanjoy Roy,"Chiranjeet Chakraborty, Soumitra Chatterjee, Supriya Devi",139,Nanda's stepmother marries Sabitri selfish,Nanda's stepmother marries,"Nanda's, stepmother, marries, Sabitri, selfish, plans., Sabitri, gets, exploited., save, them?, Watch, movie, Hoichoi."
Movie,Iccha Moyee Maa,Devotional,,This film is about few people who have their share of problems. Will they be blessed with solutions to their issues? Watch the full movie on Hoichoi.,U,1,2005,Shankar Roy,"Prosenjit Chatterjee, Rachana Banerjee, Laboni Sarkar",134,film people share problems. blessed,film people share,"film, people, share, problems., blessed, solutions, issues?, Watch, movie, Hoichoi."
Movie,Jomer Raja Dilo Bor,Romance,,"Ria is a male-basher until she meets Deb. The morning after their marriage, she finds him dead. What has fate decided for her? Watch the full movie on Hoichoi. ",U/A 13+,3,1999,Sujit Guha,"Debashree Roy, Tapas Paul, Lily Chakraborty",131,Ria male-basher meets Deb. morning,Ria male-basher meets,"Ria, male-basher, meets, Deb., morning, marriage,, finds, dead., fate, decided, her?, Watch, movie, Hoichoi."
Movie,Khoj,Crime,,"Police inspector Sayan takes the case of a doctor’s wife who went missing, only to reveal that she was never seen by anyone. Watch the full movie on Hoichoi.",U/A 16+,4,2005,Ajit Ganguly,"Satya Banerjee, Papiya Adhikari, Amar Ganguly",136,Police inspector Sayan takes case,Police inspector Sayan,"Police, inspector, Sayan, takes, case, doctor’s, wife, went, missing,, reveal, seen, anyone., Watch, movie, Hoichoi."
Movie,One,Drama,,"When a trainee police officer becomes suspicious of a possible link between a cunning scientist and ongoing criminal activities in the city, the situation becomes more complicated with even more crimes. ",U/A 16+,4,2015,Abir Sengupta,"Abir Chatterjee, Paayel Sarkar, Rajatava Dutta",139,trainee police officer suspicious possible,trainee police officer,"trainee, police, officer, suspicious, possible, link, cunning, scientist, ongoing, criminal, activities, city,, situation, complicated, crimes."
Movie,Thammar Boyfriend,Comedy,,"How does her family react, when an ageing woman decides to marry a young man with whom she has been having an affair? Watch the full movie on Hoichoi.",U/A 7+,2,2017,Arka Ganguly,"Vikram Chatterjee, Shataf Figar, Susmita Dey",115,"does family react, ageing woman","does family react,","does, family, react,, ageing, woman, decides, marry, young, man, having, affair?, Watch, movie, Hoichoi."
Movie,Tomake Chai (2017),Romance,,"Tomake Chai revolves around star-crossed lovers Joy and Diya, whose love for each other is time-tested. Watch the full movie on Hoichoi.",U/A 13+,3,2017,Birsa Dasgupta,"Yash Dasgupta, Nusrat Jahan, Prosenjit Chattopadhyay",150,Tomake Chai revolves star-crossed lovers,Tomake Chai revolves,"Tomake, Chai, revolves, star-crossed, lovers, Joy, Diya,, love, time-tested., Watch, movie, Hoichoi."
Movie,Gate 2 Gether,Drama,,"A feel good film about two lost friends and the beauty of friendship. The movie tells you how small the world really is. After a string of events one day Rik goes to Diya's house only to find out that,she is his long lost childhood friend with whom he was once very close. Watch the full movie on Hoichoi.",U/A 13+,3,2016,Anindya Ghosh,"Abir Chatterjee, Sabitri Chatterjee, Arunima Ghosh",118,feel good film lost friends,feel good film,"feel, good, film, lost, friends, beauty, friendship., movie, tells, small, world, really, is., string, events, day, Rik, goes, Diya's, house, that,she, long, lost, childhood, friend, close., Watch, movie, Hoichoi."
Movie,Titli,Drama,,"A teenaged Titli meets her favourite actor, superstar Rohit Roy, at an airport with her mother and is instantly attracted to him. But, her dreams get shattered when she gets to know about her mother's past. ",U/A 7+,2,2017,Rajib Kumar,"Bonny, Koushani, Laboni Sarkar",122,"teenaged Titli meets favourite actor,",teenaged Titli meets,"teenaged, Titli, meets, favourite, actor,, superstar, Rohit, Roy,, airport, mother, instantly, attracted, him., But,, dreams, shattered, gets, know, mother's, past."
Movie,Utsab,Drama,,"Members of a family assemble to celebrate Durga Puja, only with other intentions apart from celebrating the festive mood. Watch the full movie on Hoichoi.",U/A 16+,4,2011,Arindam Chakraborty,"Rahul Banerjee, Priyanka Sarkar, Saswata Chatterjee",118,Members family assemble celebrate Durga,Members family assemble,"Members, family, assemble, celebrate, Durga, Puja,, intentions, apart, celebrating, festive, mood., Watch, movie, Hoichoi."
Movie,Hrid Majharey,Drama,,"Abhijit falls in love with Debjani only to grow jealous of her friendship with Subhro, that takes an ugly turn in their lives. Watch the full movie on Hoichoi.",U/A 13+,3,2002,Rituparno Ghosh,"Konkona Sen Sharma, Aparna Sen, Mithun Chakraborty",104,Abhijit falls love Debjani grow,Abhijit falls love,"Abhijit, falls, love, Debjani, grow, jealous, friendship, Subhro,, takes, ugly, turn, lives., Watch, movie, Hoichoi."
Movie,Janala,Drama,,A broken window of Bimal's school classroom becomes the central aspect of Buddhadeb Dasgupta's movie. Can he help repair it? Watch the full movie on Hoichoi.,U/A 13+,3,2000,Rituparno Ghosh,"Mamata Shankar, Madhabi Mukherjee, Prosenjit Chattopadhyay, Rituparna Sengupta, Arpita Chatterjee, Ratul Shankar, ",117,broken window Bimal's school classroom,broken window Bimal's,"broken, window, Bimal's, school, classroom, central, aspect, Buddhadeb, Dasgupta's, movie., help, repair, it?, Watch, movie, Hoichoi."
Movie,Chowringhee,Drama,,"Shankar,an author working at the most reputed hotel in Kolkata, meets many people who go through many layers of emotions. Watch the full movie on Hoichoi.",U/A 7+,2,2014,Ranjan Ghosh,"Abir Chatterjee, Raima Sen, Arun Mukherjee",117,"Shankar,an author working reputed hotel","Shankar,an author working","Shankar,an, author, working, reputed, hotel, Kolkata,, meets, people, layers, emotions., Watch, movie, Hoichoi."
Movie,Bachchan,Action,,"An ardent fan of Amitabh Bachchan, Bijay dreams of becoming successful. A series of incidents emerge that will decide his fate. Watch the full movie on Hoichoi.",U/A 13+,3,2011,Buddhadeb Dasgupta,"Indraneil Sengupta, Swastika Mukherjee, Tapas Paul",105,"ardent fan Amitabh Bachchan, Bijay",ardent fan Amitabh,"ardent, fan, Amitabh, Bachchan,, Bijay, dreams, successful., series, incidents, emerge, decide, fate., Watch, movie, Hoichoi."
Movie,Bawal,Drama,,Jishu and Subhashree must find ways to pacify Subhrashree's overprotective brothers and win her hand. Can they do it? Watch the full movie on Hoichoi.,U/A 13+,3,1968,Pinaki Bhushan Mukherji,"Uttam Kumar, Supriya Devi, Anjana Bhowmik, Utpal Dutt",159,Jishu Subhashree ways pacify Subhrashree's,Jishu Subhashree ways,"Jishu, Subhashree, ways, pacify, Subhrashree's, overprotective, brothers, win, hand., it?, Watch, movie, Hoichoi."
Movie,Mahapurush O Kapurush,Comedy,,"A comic movie about mistaken identities, deceit, superstition and frolic, Mahapurush O Kapurush is an engaging laughathon. Watch the full movie on Hoichoi.",U/A 7+,2,2014,Raja Chanda,"Jeet, Paayel Sarkar, Kanchan Mullick",142,"comic movie mistaken identities, deceit,",comic movie mistaken,"comic, movie, mistaken, identities,, deceit,, superstition, frolic,, Mahapurush, O, Kapurush, engaging, laughathon., Watch, movie, Hoichoi."
Movie,Protarak,Action,,"Kumar's father sends him to city for a real estate project, while his co-partner plans to murder him. Can Kumar save himself?  Watch the full movie on Hoichoi.",U/A 7+,2,2015,Biswaroop Biswas,"Arjun Chakraborty, Ritabhari Chakraborty, Sayooni Ghosh",118,Kumar's father sends city real,Kumar's father sends,"Kumar's, father, sends, city, real, estate, project,, co-partner, plans, murder, him., Kumar, save, himself?, Watch, movie, Hoichoi."
Movie,Minister Fatakesto,Action,,This comic-political drama showcases the life and hurdles of the politician who believes in doing good. Watch the full movie on Hoichoi.,U/A 7+,2,2013,Aniket Chattopadhyay,"Bratya Basu, Dipankar Dey, Locket Chatterjee",129,comic-political drama showcases life hurdles,comic-political drama showcases,"comic-political, drama, showcases, life, hurdles, politician, believes, doing, good., Watch, movie, Hoichoi."
Movie,Sweet Heart,Drama,,"A romantic take on couples, who meet and then separate, as wrongdoers sustain the tension between them by all evil means. Watch the full movie on Hoichoi.",U/A 13+,3,2002,Pallab Ghosh,"Prosenjit Chatterjee, Dipankar Dey, Arpita Pal",146,"romantic couples, meet separate, wrongdoers","romantic couples, meet","romantic, couples,, meet, separate,, wrongdoers, sustain, tension, evil, means., Watch, movie, Hoichoi."
Movie,Agnipath,Action,,"Three brothers Ajay, Sujay and Bijay have their own dreams. How will their lives turn out in due course of time? Watch the full movie on Hoichoi.",U/A 13+,3,2007,Swapan Saha,"Mithun Chakraborty, Koel, Soumitra Chatterjee",138,"brothers Ajay, Sujay Bijay dreams.","brothers Ajay, Sujay","brothers, Ajay,, Sujay, Bijay, dreams., lives, turn, course, time?, Watch, movie, Hoichoi."
Movie,Sita,Mythology,,"A screen adaptation of Ramayana with a focus on the tragic life of Lord Rama’s wife, Sita. Watch the full movie on Hoichoi.",U,1,2013,Prodip Saha,"Paoli Dam, Indraneil Sengupta, Tapas Paul",125,screen adaptation Ramayana focus tragic,screen adaptation Ramayana,"screen, adaptation, Ramayana, focus, tragic, life, Lord, Rama’s, wife,, Sita., Watch, movie, Hoichoi."
Movie,Charmurti,Drama,,"Tenida goes on a vacation with his school friends near Ramgarh, where a series of unnatural incidents surrounding their haunted bungalow leads to hilarious situations in this classic Bengali comedy based on Narayan Gangopadhyay's novel, Charmurti.  ",U/A 7+,2,2005,Sujit Guha,"Inder Kumar, Laboni Sarkar, Biplab Chatterjee",156,Tenida goes vacation school friends,Tenida goes vacation,"Tenida, goes, vacation, school, friends, near, Ramgarh,, series, unnatural, incidents, surrounding, haunted, bungalow, leads, hilarious, situations, classic, Bengali, comedy, based, Narayan, Gangopadhyay's, novel,, Charmurti."
Movie,Basanta Bilap,Comedy,,A battle-of-the-sexes between inmates of a hostel and the local boys. Situation turn hilarious when they fall for the girls. Watch the full movie on Hoichoi.,U,1,1980,Ardhendu Chatterjee,"Bipin Gupta, Nirmal Ghosh, Gita Dey",135,battle-of-the-sexes inmates hostel local boys.,battle-of-the-sexes inmates hostel,"battle-of-the-sexes, inmates, hostel, local, boys., Situation, turn, hilarious, fall, girls., Watch, movie, Hoichoi."
Movie,Jhinder Bondi,Drama,,"Being a look-a-like of the king of Jhind, Gauri Shankar pretends to be the royalty, while the real king goes missing. Watch the full film on Hoichoi.",U/A 7+,2,1978,Umanath Bhattacharya,"Chinmoy Roy, Rabi Ghosh, Satya Banerjee, Santosh Dutta",119,"look-a-like king Jhind, Gauri Shankar","look-a-like king Jhind,","look-a-like, king, Jhind,, Gauri, Shankar, pretends, royalty,, real, king, goes, missing., Watch, film, Hoichoi."
Movie,Abhijan,Drama,,"Narsingh tries to reinvent his life by visiting his native place, but gets embroiled in illegal affairs. Watch the full movie on Hoichoi.",U/A 7+,2,1973,Dinen Gupta,"Aparna Sen, Soumitra Chatterjee, Chinmoy Roy, Rabi Ghosh",118,Narsingh tries reinvent life visiting,Narsingh tries reinvent,"Narsingh, tries, reinvent, life, visiting, native, place,, gets, embroiled, illegal, affairs., Watch, movie, Hoichoi."
Movie,Clerk,Mystery,,"Clerk is a take at multiple personality disorders. The protagonist is a clerk by day, but at night his alter ego emerges. Watch the full movie on Hoichoi.",U/A 13+,3,1968,Tapan Sinha,"Uttam Kumar, Soumitra Chatterjee, Sandhya Roy",104,Clerk multiple personality disorders. protagonist,Clerk multiple personality,"Clerk, multiple, personality, disorders., protagonist, clerk, day,, night, alter, ego, emerges., Watch, movie, Hoichoi."
Movie,Kony,Sports,Drama,"Khidda teaches swimming to underprivileged children. He spots the talented Kony and grooms her for the National Swimming Championship in the face of poverty and social stigma. To know what Kony's future holds, watch Soumitra Chatterjee starrer National Award-winning movie, Kony.",U,1,1962,Satyajit Ray,"Soumitra Chatterjee, Waheeda Rehman, Gyanesh Mukherjee, Rabi Ghosh",129,Khidda teaches swimming underprivileged children.,Khidda teaches swimming,"Khidda, teaches, swimming, underprivileged, children., spots, talented, Kony, grooms, National, Swimming, Championship, face, poverty, social, stigma., know, Kony's, future, holds,, watch, Soumitra, Chatterjee, starrer, National, Award-winning, movie,, Kony."
Movie,Har Mana Har,Drama,,"The story revolves around Protima who pledges to destroy the relationship between Nira and Binu, as she loves Binu. Watch the full movie on Hoichoi.",U,1,2009,Subhadra Chowdhury,"Prosenjit Chatterjee, Anindita Bose, Debobroto Chakraborty",84,story revolves Protima pledges destroy,story revolves Protima,"story, revolves, Protima, pledges, destroy, relationship, Nira, Binu,, loves, Binu., Watch, movie, Hoichoi."
Movie,Dekha,Drama,,"Soumitra Chatterjee won the Special Jury National Award for his portrayal of an ageing author suffering from glaucoma, whose daughter and wife leave him for his reckless lifestyle. Watch Gautam Ghosh's National Award-winning movie Dekha.",U,1,1986,Saroj Dey,"Soumitra Chatterjee, Sreeparna Banerjee, Mousami Roy",120,Soumitra Chatterjee won Special Jury,Soumitra Chatterjee won,"Soumitra, Chatterjee, won, Special, Jury, National, Award, portrayal, ageing, author, suffering, glaucoma,, daughter, wife, leave, reckless, lifestyle., Watch, Gautam, Ghosh's, National, Award-winning, movie, Dekha."
Movie,Sabar Uparey,Drama,,"Shankar has to save his father from murder charges. With Rita's help, he reopens the case only to confront a secret. What is it? Watch the full movie on Hoichoi.",U,1,1972,Salil Sen,"Uttam Kumar, Suchitra Sen, Bikash Roy",129,Shankar save father murder charges.,Shankar save father,"Shankar, save, father, murder, charges., Rita's, help,, reopens, case, confront, secret., it?, Watch, movie, Hoichoi."
Movie,Kuheli,Drama,,"After his wife's death, Biswajit hires Sumita to look after his daughter. Soon she feels the presence of an eerie force there. Watch the full movie on Hoichoi.",U/A 7+,2,2001,Goutam Ghose,"Soumitra Chatterjee, Indrani Halder, Roopa Ganguly, Debashree Roy, Paran Bandopadhyay",123,"wife's death, Biswajit hires Sumita","wife's death, Biswajit","wife's, death,, Biswajit, hires, Sumita, look, daughter., Soon, feels, presence, eerie, force, there., Watch, movie, Hoichoi."
Movie,Pothey Holo Deri,Drama,,An MBBS doctor falls in love with the granddaughter of a rich man who helps him to pursue higher studies. What’s in-store for them? Watch the full movie on Hoichoi.,U,1,1955,Agradoot,"Uttam Kumar, Suchitra Sen, Chhabi Biswas",150,MBBS doctor falls love granddaughter,MBBS doctor falls,"MBBS, doctor, falls, love, granddaughter, rich, man, helps, pursue, higher, studies., What’s, in-store, them?, Watch, movie, Hoichoi."
Movie,Bhanu Goenda Jahar Assistant,Comedy,,All hell breaks loose for Dr. Chatterjee when his daughter escapes from home. Detectives Bhanu and Jahar decide to investigate. Watch the full movie on Hoichoi.,U,1,1971,Tarun Majumdar,"Biswajit Chartterjee, Sandhya Roy, Sumita Sanyal, Chhaya Debi, Rabi Ghosh",128,hell breaks loose Dr. Chatterjee,hell breaks loose,"hell, breaks, loose, Dr., Chatterjee, daughter, escapes, home., Detectives, Bhanu, Jahar, decide, investigate., Watch, movie, Hoichoi."
Movie,Agni Pariksha,Drama,,Tapasi had been married to Bulu when she was a teenager but now she is in love with Kirti. How will she deal with her emotions? Watch the full movie on Hoichoi.,U,1,1957,Agradoot,"Uttam Kumar, Suchitra Sen, Chhabi Biswas",126,Tapasi married Bulu teenager love,Tapasi married Bulu,"Tapasi, married, Bulu, teenager, love, Kirti., deal, emotions?, Watch, movie, Hoichoi."
Movie,Antony Firingee,Musical,Drama,"Hensman Antony arrives in Bengal from Portugal, embraces the Bengali language and culture wholeheartedly and wants to become a Bengali folk singer-songwriter. But his love for Shakila, the courtesan, leads him towards a tragic end. ",U/A 7+,2,1971,Purnendu Roy Choudhury,"Bhanu Bandyopadhyay, Jahar Roy, Subhendu Chatterjee",108,"Hensman Antony arrives Bengal Portugal,",Hensman Antony arrives,"Hensman, Antony, arrives, Bengal, Portugal,, embraces, Bengali, language, culture, wholeheartedly, wants, Bengali, folk, singer-songwriter., love, Shakila,, courtesan,, leads, tragic, end."
Movie,Sabyasachi,Drama,,"The film portrays a charismatic and passionate freedom fighter 'Sabyasachi', in his struggle against the British rule. Watch the full movie on Hoichoi.",U/A 7+,2,1954,Agradoot,"Uttam Kumar, Suchitra Sen, Anup Kumar",136,film portrays charismatic passionate freedom,film portrays charismatic,"film, portrays, charismatic, passionate, freedom, fighter, 'Sabyasachi',, struggle, British, rule., Watch, movie, Hoichoi."
Movie,Indrani,Drama,,"Indrani falls in love with Sudarshan, an unemployed man. Soon they face the hardships of life and drift apart. Will they unite? Watch the full movie on Hoichoi.",U,1,1967,Sunil Banerjee,"Uttam Kumar, Tanuja, Lolita Chatterjee",148,"Indrani falls love Sudarshan, unemployed",Indrani falls love,"Indrani, falls, love, Sudarshan,, unemployed, man., Soon, face, hardships, life, drift, apart., unite?, Watch, movie, Hoichoi."
Movie,Ek Je Chhilo Desh,Comedy,,An aged scientist ends up discovering a drug to detect if a person's being dishonest. Can he succeed amidst societal obstacles? Watch the full movie on Hoichoi.,U/A 7+,2,1977,Pijush Bose,"Uttam Kumar, Supriya Devi, Anil Chatterjee",146,aged scientist ends discovering drug,aged scientist ends,"aged, scientist, ends, discovering, drug, detect, person's, dishonest., succeed, amidst, societal, obstacles?, Watch, movie, Hoichoi."
Movie,Shet Patharer Thala,Drama,,"Winner of the National Award for Best Feature film on Family Welfare, the story revolves around a highly qualified woman, Bandana, and the consequences she faces in her orthodox family after her husband dies from an accident. ",U/A 7+,2,1958,Niren Lahiri,"Uttam Kumar, Suchitra Sen, Tarun Kumar",122,Winner National Award Best Feature,Winner National Award,"Winner, National, Award, Best, Feature, film, Family, Welfare,, story, revolves, highly, qualified, woman,, Bandana,, consequences, faces, orthodox, family, husband, dies, accident."
Movie,Titas Ekti Nadir Naam,Social,,The film is a narrative of the lives of the fishermen on the banks of River Titash in Bangladesh. Watch the fill movie on Hoichoi.,U/A 7+,2,1977,Tapan Sinha,"Dipankar Dey, Anil Chatterjee, Sumitra Mukherjee, Chhaya Devi",110,film narrative lives fishermen banks,film narrative lives,"film, narrative, lives, fishermen, banks, River, Titash, Bangladesh., Watch, movie, Hoichoi."
Movie,Saheb Bibi Golam,Drama,,"Based on Bimal Mitra's novel, the film explores the tragic fall of feudalism in Bengal during the British Raj. Watch the full movie on Hoichoi.",U,1,1992,Prabhat Roy,"Aparna Sen, Sabyasachi Chakraborty, Rituparna Sengupta",143,"Based Bimal Mitra's novel, film",Based Bimal Mitra's,"Based, Bimal, Mitra's, novel,, film, explores, tragic, fall, feudalism, Bengal, British, Raj., Watch, movie, Hoichoi."
Movie,Ekdin Pratidin,Drama,,Mrinal Sen earned the National Awards for Best Director and Best Feature Film for this movie which portrays the life of a middle-class family facing economic destruction when the family's sole breadwinner fails to return home one night.,U,1,1991,Ritwik Ghatak,"Prabir Mitra, Golam Mustafa, Rosy Samad",149,Mrinal Sen earned National Awards,Mrinal Sen earned,"Mrinal, Sen, earned, National, Awards, Best, Director, Best, Feature, Film, movie, portrays, life, middle-class, family, facing, economic, destruction, family's, sole, breadwinner, fails, return, home, night."
Movie,Baishey Shravana (1960),Drama,,"Set in a village that portrays the pain of poverty, famine, and joblessness ahead of World War II. Watch one of the cinematic masterpieces of Mrinal Sen.",U/A 7+,2,1956,Kartik Chatterjee,"Uttam Kumar, Sumitra Mukherjee, Chhabi Biswas",150,"Set village portrays pain poverty,",Set village portrays,"Set, village, portrays, pain, poverty,, famine,, joblessness, ahead, World, War, II., Watch, cinematic, masterpieces, Mrinal, Sen."
Movie,Palatak,Drama,,"Basanta seeks pleasure in new adventures. During one trip, he comes across a life changing experience. What will it be? Watch the full movie on Hoichoi.",U,1,1980,Mrinal Sen,"Geeta Sen, Shreela Majumdar, Koushik Sen, Mamata Shankar",87,Basanta seeks pleasure new adventures.,Basanta seeks pleasure,"Basanta, seeks, pleasure, new, adventures., trip,, comes, life, changing, experience., be?, Watch, movie, Hoichoi."
Movie,Jukti Takko Aar Gappo,Drama,,"Set against the backdrop of the first ever Naxalite uprising, this movie by Ritwik Ghatak is individualistic in its making. Watch the full movie on Hoichoi.",U/A 7+,2,1960,Mrinal Sen,"Madhabi Mukherjee, Gyanesh Mukherjee, Anup Kumar",82,"Set backdrop Naxalite uprising, movie",Set backdrop Naxalite,"Set, backdrop, Naxalite, uprising,, movie, Ritwik, Ghatak, individualistic, making., Watch, movie, Hoichoi."
Movie,Brojobuli,Comedy,,"Brajaraj, who loves to boast about his heroic activities at the office, falls into his own trap when he challenges to match against a wrestler. Watch this hilarious comedy starring Uttam Kumar and Rabi Ghosh.",U,1,1963,Tarun Majumdar,"Anup Kumar, Sandhya Roy, Rabi Ghosh",133,"Brajaraj, loves boast heroic activities","Brajaraj, loves boast","Brajaraj,, loves, boast, heroic, activities, office,, falls, trap, challenges, match, wrestler., Watch, hilarious, comedy, starring, Uttam, Kumar, Rabi, Ghosh."
Movie,Ghatkali,Comedy,,"Niladree isn’t ready to marry, so Bhombol Pandit is assigned to look for a perfect match for him. Will Niladree finally agree? Watch the full movie on Hoichoi.",U,1,1977,Ritwik Ghatak,"Ritwik Ghatak, Utpal Dutt, Shaoli Mitra",114,"Niladree isn’t ready marry, Bhombol",Niladree isn’t ready,"Niladree, isn’t, ready, marry,, Bhombol, Pandit, assigned, look, perfect, match, him., Niladree, finally, agree?, Watch, movie, Hoichoi."
Movie,Chorus,Drama,,"An organisation that promises jobs but the influx of candidates is more than the jobs, leading to mass agitation. Watch the full movie on Hoichoi.",U,1,1979,Pijush Bose,"Uttam Kumar, Sabitri Chatterjee, Rabi Ghosh",110,organisation promises jobs influx candidates,organisation promises jobs,"organisation, promises, jobs, influx, candidates, jobs,, leading, mass, agitation., Watch, movie, Hoichoi."
Movie,Troyee,Drama,,The film is a love triangle between three friends. After a series of events they unite. How do they cope with the situation? Watch the full movie on Hoichoi.,U/A 7+,2,1979,Bimal Roy Jr,"Partho Mukherjee, Rabi Ghosh, Anup Kumar",118,film love triangle friends. series,film love triangle,"film, love, triangle, friends., series, events, unite., cope, situation?, Watch, movie, Hoichoi."
Movie,Warrish,Drama,,A man is torn between his wife and his cancer-ridden ex-flame when the latter turns up at his door with their illegitimate son. Watch Kaushik Ganguly's directorial debut on hoichoi. ,U/A 7+,2,1974,Mrinal Sen,"Utpal Dutta, Ajit Bandopadhyay, Shekhar Chatterjee",112,man torn wife cancer-ridden ex-flame,man torn wife,"man, torn, wife, cancer-ridden, ex-flame, turns, door, illegitimate, son., Watch, Kaushik, Ganguly's, directorial, debut, hoichoi."
Movie,Sesh Anka,Romance,,"Story revolves around Raina caught in a murder case and the efforts of the retired criminal lawyer Pranoy Dasgupta, to save her. Watch the full movie on Hoichoi.",U/A 13+,3,1982,Gautam Mukherjee,"Mithun Chakraborty, Debashree Roy, Soumitra Bannerjee",105,Story revolves Raina caught murder,Story revolves Raina,"Story, revolves, Raina, caught, murder, case, efforts, retired, criminal, lawyer, Pranoy, Dasgupta,, save, her., Watch, movie, Hoichoi."
Movie,Guru Dakshina,Romance,,"An aspiring singer crumbled with economic destruction faces an unimaginable request from his mentor, which he must pay back. Watch this classic musical only on hoichoi.",U/A 7+,2,2003,Kaushik Ganguly,"Sabyasachi Chakraborty, Debashree Roy, Churni Ganguly",135,aspiring singer crumbled economic destruction,aspiring singer crumbled,"aspiring, singer, crumbled, economic, destruction, faces, unimaginable, request, mentor,, pay, back., Watch, classic, musical, hoichoi."
Movie,Deep Jele Jaai,Drama,,Radha falls in love with a patient while nursing him. Things take a turn when he recovers but can’t recognize her. Watch the full movie on Hoichoi.,U/A 7+,2,2015,Tathagata Banerjee,"Arindam Sil, Samadarshi Dutta, Deboleena Dutta, Deepankar Dey, Parno Mitrah, June Malia",120,Radha falls love patient nursing,Radha falls love,"Radha, falls, love, patient, nursing, him., Things, turn, recovers, can’t, recognize, her., Watch, movie, Hoichoi."
Movie,Baghini,Comedy,,"Dugga joins Chiranjib’s liquor business and falls in love with him. But, he does not want her to be a part of his disturbed life and decides to mend his ways.",U,1,1987,Anjan Choudhury,"Tapas Paul, Satabdi Roy, Soumitra Banerjee",147,Dugga joins Chiranjib’s liquor business,Dugga joins Chiranjib’s,"Dugga, joins, Chiranjib’s, liquor, business, falls, love, him., But,, does, want, disturbed, life, decides, mend, ways."
Movie,Dui Prithibi (1980),Drama,,"Mrinal Dutta is the sole bread earner. Everyone starts suspecting his young brother, when he returns as a rich businessman. Watch the full movie on Hoichoi.",U,1,1959,Asit Sen,"Suchitra Sen, Anil Chatterjee, Tulsi Chakraborty",121,Mrinal Dutta sole bread earner.,Mrinal Dutta sole,"Mrinal, Dutta, sole, bread, earner., starts, suspecting, young, brother,, returns, rich, businessman., Watch, movie, Hoichoi."
Movie,Padma Nadir Majhi,Drama,,A film about a Bengali Muslim boatman who wants to create a safe home for both Hindus and Muslims on a delta island. Watch the full movie on hoichoi.,U,1,1968,Bijoy Bose,"Soumitra Chatterjee, Sandhya Roy, Bikash Roy",144,film Bengali Muslim boatman wants,film Bengali Muslim,"film, Bengali, Muslim, boatman, wants, create, safe, home, Hindus, Muslims, delta, island., Watch, movie, hoichoi."
Movie,Rajkumari,Drama,,A romantic musical featuring Tanuja and Uttam Kumar that deals with love lost and love found. Watch the full movie on Hoichoi.,U,1,1980,Pijush Bose,"Uttam Kumar, Supriya Devi, Victor Banerjee",140,romantic musical featuring Tanuja Uttam,romantic musical featuring,"romantic, musical, featuring, Tanuja, Uttam, Kumar, deals, love, lost, love, found., Watch, movie, Hoichoi."
Movie,Personal Assistant,Comedy,,An unemployed man desperately trying to get a job in a company that only hires women. What are the consequences he will face? ,U,1,1993,Goutam Ghose,"Utpal Dutta, Rabi Ghosh, Bimal Deb",132,unemployed man desperately trying job,unemployed man desperately,"unemployed, man, desperately, trying, job, company, hires, women., consequences, face?"
Movie,Bipasha,Drama,,Bipasha engages on a son's frantic search for his mother; a wife's desperate search to get back to her husband. Watch the full movie on Hoichoi.,U,1,1970,Salil Sen,"Uttam Kumar, Tanuja, Pahari Sanyal",125,Bipasha engages son's frantic search,Bipasha engages son's,"Bipasha, engages, son's, frantic, search, mother;, wife's, desperate, search, husband., Watch, movie, Hoichoi."
Movie,Bhalobasa Bhalobasa,Drama,,"The film depicts a father-son relationship, but the son is compelled to desert his ageing father in the greatest hour of need. Watch the full movie on Hoichoi.",U/A 7+,2,1959,Chitra Kar,"Bhanu Bandyopadhyay, Tarun Kumar, Moni Srimani",121,"film depicts father-son relationship, son",film depicts father-son,"film, depicts, father-son, relationship,, son, compelled, desert, ageing, father, greatest, hour, need., Watch, movie, Hoichoi."
